cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,latitude,longitude,month,year
02A,02A000772,2A232,PILA-CANALE,,,,02A00108995,2021-11-15,09h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La présence de germes coliformes et de germes sulfito-réducteurs est à surveiller.,COMMUNE DE PILA CANALE,MAIRIE DE PILA-CANALE,MAIRIE DE PILA-CANALE,C,C,N,C,41.8118675,8.910925599999997,11,2021
02A,02A000773,2A232,PILA-CANALE,02A003095,TTP CALZOLA,100 %,02A00106516,2021-03-01,08h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE PILA CANALE,MAIRIE DE PILA-CANALE,MAIRIE DE PILA-CANALE,C,C,C,C,41.8118675,8.910925599999997,3,2021
02A,02A000773,2A232,PILA-CANALE,,,,02A00107536,2021-07-16,09h35,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE PILA CANALE,MAIRIE DE PILA-CANALE,MAIRIE DE PILA-CANALE,N,C,N,C,41.8118675,8.910925599999997,7,2021
02A,02A000773,2A232,PILA-CANALE,,,,02A00109054,2021-11-24,09h15,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes bactéries coliformes impose une surveillance renforcée.,COMMUNE DE PILA CANALE,MAIRIE DE PILA-CANALE,MAIRIE DE PILA-CANALE,C,C,N,C,41.8118675,8.910925599999997,11,2021
02A,02A000786,2A312,SANTA-MARIA-SICHE,02A000610,SAINTE-MARIE,100 %,02A00106224,2021-01-04,08h35,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE SAINTE-MARIE SICCHE,KYRNOLIA CEO BALEONE,MAIRIE DE SAINTE-MARIE-SICCHE,C,C,C,C,41.8836818,8.978984548275339,1,2021
02A,02A000786,2A064,CARDO-TORGIA,,,,02A00106486,2021-02-18,10h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CARDO TORGIA,MAIRIE DE CARDO-TORGIA,MAIRIE DE CARDO-TORGIA,C,C,C,C,41.8692888,8.977712400000003,2,2021
02A,02A000786,2A312,SANTA-MARIA-SICHE,02A000610,SAINTE-MARIE,100 %,02A00107203,2021-06-22,07h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE SAINTE-MARIE SICCHE,KYRNOLIA CEO BALEONE,MAIRIE DE SAINTE-MARIE-SICCHE,C,C,C,C,41.8836818,8.978984548275339,6,2021
02A,02A000786,2A064,CARDO-TORGIA,,,,02A00108193,2021-08-23,09h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CARDO TORGIA,MAIRIE DE CARDO-TORGIA,MAIRIE DE CARDO-TORGIA,C,C,C,C,41.8692888,8.977712400000003,8,2021
02A,02A000786,2A312,SANTA-MARIA-SICHE,02A000610,SAINTE-MARIE,100 %,02A00108684,2021-10-05,10h00,Eau d'alimentation conforme aux limites de qualité en vigueur et ne satisfaisant pas aux références de qualité. Il est à noter un pH bas.,COMMUNE DE SAINTE-MARIE SICCHE,KYRNOLIA CEO BALEONE,MAIRIE DE SAINTE-MARIE-SICCHE,C,C,C,N,41.8836818,8.978984548275339,10,2021
02A,02A000793,2A359,ZICAVO,,,,02A00106356,2021-02-02,07h35,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE ZICAVO,MAIRIE DE ZICAVO,MAIRIE DE ZICAVO,N,C,N,N,41.9079774,9.1300585,2,2021
02A,02A000793,2A359,ZICAVO,02A002086,TTP ZICAVO,100 %,02A00106692,2021-04-07,07h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller.,COMMUNE DE ZICAVO,MAIRIE DE ZICAVO,MAIRIE DE ZICAVO,C,C,N,N,41.9079774,9.1300585,4,2021
02A,02A000793,2A359,ZICAVO,02A002086,TTP ZICAVO,100 %,02A00108180,2021-08-24,09h10,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE ZICAVO,MAIRIE DE ZICAVO,MAIRIE DE ZICAVO,N,C,N,N,41.9079774,9.1300585,8,2021
02A,02A000793,2A359,ZICAVO,,,,02A00108273,2021-06-01,07h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller.,COMMUNE DE ZICAVO,MAIRIE DE ZICAVO,MAIRIE DE ZICAVO,C,C,N,N,41.9079774,9.1300585,6,2021
02A,02A000793,2A359,ZICAVO,,,,02A00108678,2021-10-04,10h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE ZICAVO,MAIRIE DE ZICAVO,MAIRIE DE ZICAVO,C,C,C,N,41.9079774,9.1300585,10,2021
02A,02A000799,2A118,FOZZANO,,,,02A00106273,2021-01-12,09h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,41.6993191,9.0017883,1,2021
02A,02A000799,2A118,FOZZANO,02A002627,CHLORATION FOZZANO,100 %,02A00106622,2021-03-08,09h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,41.6993191,9.0017883,3,2021
02A,02A000799,2A118,FOZZANO,,,,02A00106934,2021-05-12,09h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,41.6993191,9.0017883,5,2021
02A,02A000799,2A118,FOZZANO,02A002627,CHLORATION FOZZANO,100 %,02A00107911,2021-08-04,09h40,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,N,C,C,C,41.6993191,9.0017883,8,2021
02A,02A000799,2A118,FOZZANO,,,,02A00108802,2021-10-20,09h50,Eau d'alimentation non-conforme aux exigences de qualité. La présence importante de germes bactéries coliformes impose une surveillance renforcée.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,N,C,41.6993191,9.0017883,10,2021
02A,02A000804,2A254,QUENZA,02A000803,UNITE STERILISATION QUENZA,100 %,02A00106269,2021-01-12,08h15,Eau d’alimentation conforme aux exigences de qualité en vigueur pour l’ensemble des paramètres mesurés. Toutefois la teneur en chlore libre est excessive.,COMMUNE DE QUENZA,MAIRIE DE QUENZA,MAIRIE DE QUENZA,C,C,C,C,41.7668251,9.1402288,1,2021
02A,02A000804,2A254,QUENZA,,,,02A00106720,2021-04-12,09h05,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE QUENZA,MAIRIE DE QUENZA,MAIRIE DE QUENZA,N,C,N,N,41.7668251,9.1402288,4,2021
02A,02A000804,2A254,QUENZA,02A000803,UNITE STERILISATION QUENZA,100 %,02A00107661,2021-07-22,09h30,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE QUENZA,MAIRIE DE QUENZA,MAIRIE DE QUENZA,N,C,N,N,41.7668251,9.1402288,7,2021
02A,02A000804,2A254,QUENZA,,,,02A00108561,2021-09-20,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive.,COMMUNE DE QUENZA,MAIRIE DE QUENZA,MAIRIE DE QUENZA,C,C,C,N,41.7668251,9.1402288,9,2021
02A,02A000804,2A254,QUENZA,,,,02A00109019,2021-11-18,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE QUENZA,MAIRIE DE QUENZA,MAIRIE DE QUENZA,C,C,C,C,41.7668251,9.1402288,11,2021
02A,02A000808,2A363,ZOZA,,,,02A00106375,2021-02-04,09h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE ZOZA,MAIRIE DE ZOZA,MAIRIE DE ZOZA,C,C,C,C,41.7175568,9.0701469,2,2021
02A,02A000808,2A363,ZOZA,02A000807,STERILISATION UV ZOZA,100 %,02A00106865,2021-05-06,09h05,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE ZOZA,MAIRIE DE ZOZA,MAIRIE DE ZOZA,C,C,C,C,41.7175568,9.0701469,5,2021
02A,02A000808,2A363,ZOZA,,,,02A00107232,2021-06-25,08h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE ZOZA,MAIRIE DE ZOZA,MAIRIE DE ZOZA,C,C,C,C,41.7175568,9.0701469,6,2021
02A,02A000808,2A363,ZOZA,02A000807,STERILISATION UV ZOZA,100 %,02A00107910,2021-08-05,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE ZOZA,MAIRIE DE ZOZA,MAIRIE DE ZOZA,C,C,C,N,41.7175568,9.0701469,8,2021
02A,02A000808,2A363,ZOZA,,,,02A00108733,2021-10-15,09h05,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE ZOZA,MAIRIE DE ZOZA,MAIRIE DE ZOZA,C,C,C,C,41.7175568,9.0701469,10,2021
02A,02A000809,2A308,SAINTE-LUCIE-DE-TALLANO,02A002727,STATION DE TRAITEMENT ST LUCIE TALLANO,100 %,02A00106410,2021-02-04,08h05,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. Le carbone organique total est à surveiller.,COMMUNE DE SAINTE LUCIE DE TALLANO,MAIRIE DE SAINTE-LUCIE DE TALLANO,MAIRIE DE SAINTE-LUCIE DE TALLANO,C,C,C,N,41.6976517,9.06404,2,2021
02A,02A000809,2A308,SAINTE-LUCIE-DE-TALLANO,,,,02A00106864,2021-05-06,09h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE SAINTE LUCIE DE TALLANO,MAIRIE DE SAINTE-LUCIE DE TALLANO,MAIRIE DE SAINTE-LUCIE DE TALLANO,C,C,C,N,41.6976517,9.06404,5,2021
02A,02A000809,2A308,SAINTE-LUCIE-DE-TALLANO,,,,02A00107822,2021-08-05,08h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE SAINTE LUCIE DE TALLANO,MAIRIE DE SAINTE-LUCIE DE TALLANO,MAIRIE DE SAINTE-LUCIE DE TALLANO,C,C,C,N,41.6976517,9.06404,8,2021
02A,02A000809,2A308,SAINTE-LUCIE-DE-TALLANO,02A002727,STATION DE TRAITEMENT ST LUCIE TALLANO,100 %,02A00107909,2021-08-05,08h40,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE SAINTE LUCIE DE TALLANO,MAIRIE DE SAINTE-LUCIE DE TALLANO,MAIRIE DE SAINTE-LUCIE DE TALLANO,N,C,N,N,41.6976517,9.06404,8,2021
02A,02A000809,2A308,SAINTE-LUCIE-DE-TALLANO,,,,02A00108731,2021-10-15,08h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE SAINTE LUCIE DE TALLANO,MAIRIE DE SAINTE-LUCIE DE TALLANO,MAIRIE DE SAINTE-LUCIE DE TALLANO,C,C,C,N,41.6976517,9.06404,10,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106257,2021-01-05,08h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,1,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106258,2021-01-05,08h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,1,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106259,2021-01-05,10h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,1,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106260,2021-01-05,09h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,1,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106279,2021-01-05,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,1,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106325,2021-01-19,08h08,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,1,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106326,2021-01-19,09h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,1,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106327,2021-01-19,08h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,1,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106328,2021-01-19,09h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. Il est à noter que l'aluminium est à surveiller.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,1,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106358,2021-02-02,08h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,N,N,41.92639910000001,8.7376029,2,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106359,2021-02-02,11h11,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. L'aluminium est à surveiller.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,2,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106360,2021-02-02,09h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,2,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106361,2021-02-02,09h09,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,N,N,41.92639910000001,8.7376029,2,2021
02A,02A000813,2A006,ALATA,02A000933,GRAND AJACCIO,100 %,02A00106413,2021-02-05,08h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.9768323,8.743383300000001,2,2021
02A,02A000813,2A017,APPIETTO,02A000933,GRAND AJACCIO,100 %,02A00106429,2021-02-05,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,42.0141295,8.768039,2,2021
02A,02A000813,2A017,APPIETTO,02A000933,GRAND AJACCIO,100 %,02A00106430,2021-02-05,08h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,42.0141295,8.768039,2,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106509,2021-03-02,10h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,3,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106510,2021-03-02,08h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,3,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106511,2021-03-02,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,3,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106512,2021-03-02,07h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,3,2021
02A,02A000813,2A006,ALATA,02A000933,GRAND AJACCIO,100 %,02A00106612,2021-03-09,07h55,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,N,N,41.9768323,8.743383300000001,3,2021
02A,02A000813,2A006,ALATA,02A000933,GRAND AJACCIO,100 %,02A00106613,2021-03-09,08h55,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.9768323,8.743383300000001,3,2021
02A,02A000813,2A006,ALATA,,,,02A00106614,2021-03-09,08h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.9768323,8.743383300000001,3,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106637,2021-03-18,08h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,3,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106638,2021-03-18,08h55,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,3,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106639,2021-03-18,09h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,3,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106640,2021-03-18,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,3,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106641,2021-03-18,08h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,3,2021
02A,02A000813,2A006,ALATA,02A000933,GRAND AJACCIO,100 %,02A00106658,2021-04-01,09h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.9768323,8.743383300000001,4,2021
02A,02A000813,2A006,ALATA,02A000933,GRAND AJACCIO,100 %,02A00106659,2021-04-01,10h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.9768323,8.743383300000001,4,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106738,2021-04-06,09h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,4,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106739,2021-04-06,09h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,4,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106740,2021-04-06,11h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,4,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106741,2021-04-06,09h25,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,4,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106765,2021-04-22,09h55,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,4,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106766,2021-04-22,08h55,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,4,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106767,2021-04-22,08h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive. La présence de germes coliformes est à surveiller.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,N,N,41.92639910000001,8.7376029,4,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106768,2021-04-22,08h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,4,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106769,2021-04-22,09h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,4,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106782,2021-02-16,08h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. L'aluminium est à surveiller.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,2,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106783,2021-02-16,10h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. L'aluminium est à surveiller.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,2,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106784,2021-02-16,08h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. L'aluminium est à surveiller.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,2,2021
02A,02A000813,2A004,AJACCIO,02A000933,GRAND AJACCIO,100 %,02A00106785,2021-02-16,08h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. L'aluminium est à surveiller.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,2,2021
