cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,month,year,latitude_y,longitude_y
02B,02B001458,2B050,CALVI,,,,02B00109884,2023-03-01,06h20,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,3,2023,42.5677079,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00109885,2023-03-06,06h10,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,3,2023,42.5677079,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00109886,2023-04-04,07h30,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,4,2023,42.5677079,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00109887,2023-01-12,07h10,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,1,2023,42.5677079,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00109888,2023-02-16,07h30,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,2,2023,42.5677079,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00109889,2023-02-16,06h50,Eau d'alimentation conforme aux limites de qualité . Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,2,2023,42.5677079,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00109890,2023-02-16,07h10,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,2,2023,42.5677079,8.759052800000001
02B,02B001458,2B050,CALVI,02B001456,STATION TRAITEMENT PONTE BAMBINU,50 %,02B00110612,2023-01-12,06h30,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,1,2023,42.5677079,8.759052800000001
02B,02B001458,2B050,CALVI,02B001456,STATION TRAITEMENT PONTE BAMBINU,50 %,02B00110613,2023-04-04,06h40,Eau d'alimentation conforme aux limites de qualité. Eau agressive. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,4,2023,42.5677079,8.759052800000001
02B,02B001458,2B050,CALVI,02B001437,STATION TRAITEMENT DE CALVI,50 %,02B00110614,2023-02-16,06h30,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,2,2023,42.5677079,8.759052800000001
02B,02B001458,2B050,CALVI,02B001437,STATION TRAITEMENT DE CALVI,50 %,02B00110615,2023-01-11,06h20,Eau d'alimentation conforme aux limites de qualité. Eau agressive. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,1,2023,42.5677079,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00111148,2023-05-09,07h30,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,5,2023,42.5677079,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00111149,2023-06-19,07h00,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,6,2023,42.5677079,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00111151,2023-07-11,07h10,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,7,2023,42.5677079,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00111152,2023-05-09,07h50,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,5,2023,42.5677079,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00111153,2023-08-08,07h10,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,8,2023,42.5677079,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00111154,2023-07-11,06h50,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,7,2023,42.5677079,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00111155,2023-08-01,06h50,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,8,2023,42.5677079,8.759052800000001
02B,02B001458,2B050,CALVI,02B001456,STATION TRAITEMENT PONTE BAMBINU,50 %,02B00111768,2023-05-09,08h10,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,5,2023,42.5677079,8.759052800000001
02B,02B001458,2B050,CALVI,02B001456,STATION TRAITEMENT PONTE BAMBINU,50 %,02B00111769,2023-08-08,06h50,Eau d'alimentation conforme aux limites de qualité. Eau agressive.,OEHC,OEHC,OEHC,C,C,C,N,8,2023,42.5677079,8.759052800000001
02B,02B001458,2B050,CALVI,02B001437,STATION TRAITEMENT DE CALVI,50 %,02B00111770,2023-05-10,05h20,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,5,2023,42.5677079,8.759052800000001
02B,02B001458,2B050,CALVI,02B001437,STATION TRAITEMENT DE CALVI,50 %,02B00111771,2023-07-11,06h20,Eau d'alimentation conforme aux limites de qualité. Eau agressive. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,7,2023,42.5677079,8.759052800000001
02B,02B001465,2B167,MONTEGROSSO,02B001453,RESERVOIR SALVI,50 %,02B00110616,2023-01-18,07h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,1,2023,42.54435495,8.85340638405058
02B,02B001465,2B316,SANTA-REPARATA-DI-BALAGNA,02B001446,RESERVOIR SANTA REPARATA,50 %,02B00110618,2023-03-06,07h10,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,3,2023,42.603921,8.9294254
02B,02B001465,2B316,SANTA-REPARATA-DI-BALAGNA,02B001446,RESERVOIR SANTA REPARATA,50 %,02B00110619,2023-04-05,06h30,Eau d'alimentation conforme aux limites de qualité. Eau agressive. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,4,2023,42.603921,8.9294254
02B,02B001465,2B093,CORBARA,,,,02B00110794,2023-04-05,06h50,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,4,2023,42.613746,8.906101300000003
02B,02B001465,2B093,CORBARA,,,,02B00110795,2023-01-17,06h40,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,1,2023,42.613746,8.906101300000003
02B,02B001465,2B167,MONTEGROSSO,02B001453,RESERVOIR SALVI,50 %,02B00111773,2023-05-22,08h20,Eau d'alimentation conforme aux limites de qualité. Eau agressive. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,5,2023,42.54435495,8.85340638405058
02B,02B001465,2B316,SANTA-REPARATA-DI-BALAGNA,02B001446,RESERVOIR SANTA REPARATA,50 %,02B00111775,2023-05-31,07h10,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,5,2023,42.603921,8.9294254
02B,02B001465,2B316,SANTA-REPARATA-DI-BALAGNA,02B001446,RESERVOIR SANTA REPARATA,50 %,02B00111776,2023-06-28,07h40,Eau d'alimentation conforme aux limites de qualité. Eau agressive. Eau faiblement minéralisée. Carbone Organique Total hors norme.,OEHC,OEHC,OEHC,C,C,C,N,6,2023,42.603921,8.9294254
02B,02B001465,2B093,CORBARA,,,,02B00111948,2023-05-31,06h50,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,5,2023,42.613746,8.906101300000003
02B,02B001465,2B093,CORBARA,,,,02B00111949,2023-08-22,07h20,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,8,2023,42.613746,8.906101300000003
02B,02B001470,2B168,MONTICELLO,02B001469,RESERVOIR MONTICELLO 2,100 %,02B00110782,2023-04-05,06h10,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,4,2023,42.617236,8.9546269
02B,02B001470,2B168,MONTICELLO,,,,02B00110783,2023-01-17,07h50,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,OEHC,OEHC,OEHC,C,C,N,N,1,2023,42.617236,8.9546269
02B,02B001470,2B168,MONTICELLO,02B001469,RESERVOIR MONTICELLO 2,100 %,02B00111933,2023-08-22,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité.,OEHC,OEHC,OEHC,C,C,C,N,8,2023,42.617236,8.9546269
02B,02B001470,2B168,MONTICELLO,,,,02B00111934,2023-05-31,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,5,2023,42.617236,8.9546269
02B,02B001470,2B168,MONTICELLO,,,,02B00111935,2023-06-28,08h00,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,6,2023,42.617236,8.9546269
02B,02B001473,2B010,ALGAJOLA,02B004395,RESERVOIR ALGAJOLA HAUT,5 %,02B00109809,2023-03-06,06h30,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,ALGAJOLA,KYRNOLIA,MAIRIE DE ALGAJOLA,N,C,N,N,3,2023,42.6074484,8.861965
02B,02B001473,2B034,BELGODERE,02B001434,STATION TRAITEMENT LOZARI,95 %,02B00110608,2023-04-12,06h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,4,2023,42.5858693,9.0175375
02B,02B001473,2B034,BELGODERE,02B001434,STATION TRAITEMENT LOZARI,95 %,02B00110609,2023-01-17,08h00,Eau d'alimentation conforme aux limites de qualité. Eau agressive.,OEHC,OEHC,OEHC,C,C,C,N,1,2023,42.5858693,9.0175375
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00110786,2023-01-12,06h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,1,2023,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00110787,2023-02-09,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,2,2023,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00110788,2023-03-06,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,3,2023,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00110789,2023-04-04,08h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,4,2023,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00110790,2023-03-22,07h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,3,2023,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00110791,2023-02-16,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,2,2023,42.6344797,8.9381367
02B,02B001473,2B010,ALGAJOLA,02B004395,RESERVOIR ALGAJOLA HAUT,5 %,02B00110947,2023-03-22,06h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,ALGAJOLA,KYRNOLIA,MAIRIE DE ALGAJOLA,C,C,C,C,3,2023,42.6074484,8.861965
02B,02B001473,2B034,BELGODERE,02B001434,STATION TRAITEMENT LOZARI,95 %,02B00111764,2023-08-10,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,8,2023,42.5858693,9.0175375
02B,02B001473,2B034,BELGODERE,02B001434,STATION TRAITEMENT LOZARI,95 %,02B00111765,2023-06-19,08h00,Eau d'alimentation conforme aux limites de qualité. Eau agressive.,OEHC,OEHC,OEHC,C,C,C,N,6,2023,42.5858693,9.0175375
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00111939,2023-05-11,06h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,5,2023,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00111940,2023-05-31,07h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,5,2023,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00111941,2023-06-19,07h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,6,2023,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00111942,2023-08-21,07h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,8,2023,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00111943,2023-08-10,07h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,8,2023,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00111944,2023-07-12,07h10,Eau d'alimentation conforme aux limites de qualité. Fer dépassant la référence de qualité (µg/L).,OEHC,OEHC,OEHC,C,C,C,N,7,2023,42.6344797,8.9381367
02B,02B001478,2B034,BELGODERE,02B001434,STATION TRAITEMENT LOZARI,100 %,02B00110608,2023-04-12,06h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,4,2023,42.5858693,9.0175375
02B,02B001478,2B034,BELGODERE,02B001434,STATION TRAITEMENT LOZARI,100 %,02B00110609,2023-01-17,08h00,Eau d'alimentation conforme aux limites de qualité. Eau agressive.,OEHC,OEHC,OEHC,C,C,C,N,1,2023,42.5858693,9.0175375
02B,02B001478,2B034,BELGODERE,,,,02B00110800,2023-01-17,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,C,C,C,C,1,2023,42.5858693,9.0175375
02B,02B001478,2B034,BELGODERE,,,,02B00110801,2023-04-12,07h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,C,C,C,C,4,2023,42.5858693,9.0175375
02B,02B001478,2B034,BELGODERE,02B001434,STATION TRAITEMENT LOZARI,100 %,02B00111764,2023-08-10,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,8,2023,42.5858693,9.0175375
02B,02B001478,2B034,BELGODERE,02B001434,STATION TRAITEMENT LOZARI,100 %,02B00111765,2023-06-19,08h00,Eau d'alimentation conforme aux limites de qualité. Eau agressive.,OEHC,OEHC,OEHC,C,C,C,N,6,2023,42.5858693,9.0175375
02B,02B001478,2B034,BELGODERE,,,,02B00111953,2023-06-26,07h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,C,C,C,C,6,2023,42.5858693,9.0175375
02B,02B001478,2B034,BELGODERE,,,,02B00111954,2023-08-10,08h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,C,C,C,C,8,2023,42.5858693,9.0175375
02B,02B001478,2B034,BELGODERE,,,,02B00111955,2023-07-10,09h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,C,C,C,C,7,2023,42.5858693,9.0175375
02B,02B001484,2B010,ALGAJOLA,02B004395,RESERVOIR ALGAJOLA HAUT,50 %,02B00109809,2023-03-06,06h30,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,ALGAJOLA,KYRNOLIA,MAIRIE DE ALGAJOLA,N,C,N,N,3,2023,42.6074484,8.861965
02B,02B001484,2B010,ALGAJOLA,,,,02B00109810,2023-01-10,06h30,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée. Présence de bactéries coliformes. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,ALGAJOLA,KYRNOLIA,MAIRIE DE ALGAJOLA,C,C,N,N,1,2023,42.6074484,8.861965
02B,02B001484,2B010,ALGAJOLA,02B004395,RESERVOIR ALGAJOLA HAUT,50 %,02B00110947,2023-03-22,06h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,ALGAJOLA,KYRNOLIA,MAIRIE DE ALGAJOLA,C,C,C,C,3,2023,42.6074484,8.861965
02B,02B001484,2B010,ALGAJOLA,,,,02B00111085,2023-05-09,08h30,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,ALGAJOLA,KYRNOLIA,MAIRIE DE ALGAJOLA,C,C,C,N,5,2023,42.6074484,8.861965
02B,02B001484,2B010,ALGAJOLA,,,,02B00111086,2023-07-11,05h50,Eau d'alimentation conforme aux limites de qualité.,ALGAJOLA,KYRNOLIA,MAIRIE DE ALGAJOLA,C,C,C,N,7,2023,42.6074484,8.861965
02B,02B001487,2B167,MONTEGROSSO,02B001453,RESERVOIR SALVI,50 %,02B00110616,2023-01-18,07h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,1,2023,42.54435495,8.85340638405058
02B,02B001487,2B316,SANTA-REPARATA-DI-BALAGNA,02B001446,RESERVOIR SANTA REPARATA,50 %,02B00110618,2023-03-06,07h10,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,3,2023,42.603921,8.9294254
02B,02B001487,2B316,SANTA-REPARATA-DI-BALAGNA,02B001446,RESERVOIR SANTA REPARATA,50 %,02B00110619,2023-04-05,06h30,Eau d'alimentation conforme aux limites de qualité. Eau agressive. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,4,2023,42.603921,8.9294254
02B,02B001487,2B316,SANTA-REPARATA-DI-BALAGNA,,,,02B00110784,2023-02-09,07h40,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,2,2023,42.603921,8.9294254
02B,02B001487,2B316,SANTA-REPARATA-DI-BALAGNA,,,,02B00110785,2023-01-17,07h30,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,1,2023,42.603921,8.9294254
02B,02B001487,2B167,MONTEGROSSO,02B001453,RESERVOIR SALVI,50 %,02B00111773,2023-05-22,08h20,Eau d'alimentation conforme aux limites de qualité. Eau agressive. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,5,2023,42.54435495,8.85340638405058
02B,02B001487,2B316,SANTA-REPARATA-DI-BALAGNA,02B001446,RESERVOIR SANTA REPARATA,50 %,02B00111775,2023-05-31,07h10,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,5,2023,42.603921,8.9294254
02B,02B001487,2B316,SANTA-REPARATA-DI-BALAGNA,02B001446,RESERVOIR SANTA REPARATA,50 %,02B00111776,2023-06-28,07h40,Eau d'alimentation conforme aux limites de qualité. Eau agressive. Eau faiblement minéralisée. Carbone Organique Total hors norme.,OEHC,OEHC,OEHC,C,C,C,N,6,2023,42.603921,8.9294254
02B,02B001487,2B316,SANTA-REPARATA-DI-BALAGNA,,,,02B00111936,2023-06-19,06h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,6,2023,42.603921,8.9294254
02B,02B001487,2B316,SANTA-REPARATA-DI-BALAGNA,,,,02B00111937,2023-08-22,07h40,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,8,2023,42.603921,8.9294254
02B,02B001487,2B316,SANTA-REPARATA-DI-BALAGNA,,,,02B00111938,2023-07-12,06h50,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,7,2023,42.603921,8.9294254
02B,02B001493,2B150,LUMIO,,,,02B00110056,2023-02-09,06h50,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,LUMIO,MAIRIE DE LUMIO,MAIRIE DE LUMIO,C,C,C,N,2,2023,42.5790571,8.833802
02B,02B001493,2B150,LUMIO,,,,02B00110057,2023-01-10,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,LUMIO,MAIRIE DE LUMIO,MAIRIE DE LUMIO,C,C,C,C,1,2023,42.5790571,8.833802
02B,02B001493,2B150,LUMIO,02B001492,STATION TRAITEMENT,100 %,02B00111337,2023-08-01,06h30,Eau d'alimentation conforme aux limites de qualité. Eau agressive. Eau faiblement minéralisée.,LUMIO,MAIRIE DE LUMIO,MAIRIE DE LUMIO,C,C,C,N,8,2023,42.5790571,8.833802
02B,02B001493,2B150,LUMIO,,,,02B00111340,2023-05-11,06h50,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,LUMIO,MAIRIE DE LUMIO,MAIRIE DE LUMIO,C,C,C,N,5,2023,42.5790571,8.833802
02B,02B001493,2B150,LUMIO,,,,02B00111341,2023-06-19,06h40,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,LUMIO,MAIRIE DE LUMIO,MAIRIE DE LUMIO,C,C,C,N,6,2023,42.5790571,8.833802
02B,02B001507,2B162,MOLTIFAO,02B001501,STATION TRAITEMENT MOLTIFAO,100 %,02B00110622,2023-04-03,07h00,Eau d'alimentation conforme aux limites de qualité. Eau agressive.,OEHC,OEHC,OEHC,C,C,C,N,4,2023,42.4889291,9.1162087
02B,02B001507,2B136,LAMA,,,,02B00110806,2023-01-30,08h10,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,C,C,C,N,1,2023,42.5767128,9.1717394
02B,02B001507,2B162,MOLTIFAO,02B001501,STATION TRAITEMENT MOLTIFAO,100 %,02B00111779,2023-06-26,09h00,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,6,2023,42.4889291,9.1162087
02B,02B001507,2B136,LAMA,,,,02B00111960,2023-06-07,07h10,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,C,C,C,N,6,2023,42.5767128,9.1717394
02B,02B001510,2B162,MOLTIFAO,02B001501,STATION TRAITEMENT MOLTIFAO,50 %,02B00110622,2023-04-03,07h00,Eau d'alimentation conforme aux limites de qualité. Eau agressive.,OEHC,OEHC,OEHC,C,C,C,N,4,2023,42.4889291,9.1162087
02B,02B001510,2B180,NOVELLA,02B002101,RESERVOIR VILLAGE,50 %,02B00110812,2023-01-30,07h30,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,C,C,C,N,1,2023,42.5850037,9.116641
02B,02B001510,2B180,NOVELLA,,,,02B00110813,2023-04-03,08h00,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,C,C,C,N,4,2023,42.5850037,9.116641
02B,02B001510,2B162,MOLTIFAO,02B001501,STATION TRAITEMENT MOLTIFAO,50 %,02B00111779,2023-06-26,09h00,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,6,2023,42.4889291,9.1162087
02B,02B001510,2B180,NOVELLA,02B002101,RESERVOIR VILLAGE,50 %,02B00111968,2023-08-21,08h30,Eau d'alimentation conforme aux limites de qualité. Eau agressive.,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,C,C,C,N,8,2023,42.5850037,9.116641
02B,02B001510,2B180,NOVELLA,,,,02B00111969,2023-06-07,07h50,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,C,C,C,N,6,2023,42.5850037,9.116641
02B,02B001525,2B223,PIETRALBA,,,,02B00110823,2023-01-30,08h50,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,N,C,C,N,1,2023,42.5467846,9.1854941
