cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,month,year,latitude_y,longitude_y
02B,02B001430,2B337,VALLE-DI-ROSTINO,,,,02B00101133,2020-09-09,09h35,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,VALLE DI ROSTINO,MAIRIE DE VALLE DI ROSTINO,MAIRIE DE VALLE DI ROSTINO,C,C,C,C,9,2020,42.4596199,9.2813779
02B,02B001430,2B337,VALLE-DI-ROSTINO,,,,02B00101732,2020-10-21,09h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,VALLE DI ROSTINO,MAIRIE DE VALLE DI ROSTINO,MAIRIE DE VALLE DI ROSTINO,C,C,C,C,10,2020,42.4596199,9.2813779
02B,02B001431,2B337,VALLE-DI-ROSTINO,02B001425,RESERVOIR VIA NOVA,100 %,02B00100034,2020-06-18,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,VALLE DI ROSTINO,MAIRIE DE VALLE DI ROSTINO,MAIRIE DE VALLE DI ROSTINO,C,C,C,C,6,2020,42.4596199,9.2813779
02B,02B001431,2B337,VALLE-DI-ROSTINO,,,,02B00101134,2020-09-09,09h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,VALLE DI ROSTINO,MAIRIE DE VALLE DI ROSTINO,MAIRIE DE VALLE DI ROSTINO,C,C,C,C,9,2020,42.4596199,9.2813779
02B,02B001431,2B337,VALLE-DI-ROSTINO,,,,02B00101733,2020-10-21,09h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,VALLE DI ROSTINO,MAIRIE DE VALLE DI ROSTINO,MAIRIE DE VALLE DI ROSTINO,C,C,C,C,10,2020,42.4596199,9.2813779
02B,02B001458,2B050,CALVI,,,,02B00098657,2020-01-09,07h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,1,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,02B001456,STATION TRAITEMENT PONTE BAMBINU,50 %,02B00098938,2020-01-09,07h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,1,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,02B001437,STATION TRAITEMENT DE CALVI,50 %,02B00098940,2020-01-09,06h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,1,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00099384,2020-01-14,07h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,1,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00099385,2020-03-09,06h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,3,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00099386,2020-03-17,08h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,3,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00099387,2020-04-07,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,4,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00099388,2020-08-10,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,C,8,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00099390,2020-08-10,09h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,8,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00099391,2020-08-05,06h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,8,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00099392,2020-01-28,06h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,1,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00099393,2020-05-25,06h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,5,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,02B001456,STATION TRAITEMENT PONTE BAMBINU,50 %,02B00100175,2020-06-29,08h16,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,6,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,02B001456,STATION TRAITEMENT PONTE BAMBINU,50 %,02B00100176,2020-10-01,07h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,10,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,02B001437,STATION TRAITEMENT DE CALVI,50 %,02B00100178,2020-06-29,08h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,6,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00100440,2020-08-17,08h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,C,8,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,02B001456,STATION TRAITEMENT PONTE BAMBINU,50 %,02B00100540,2020-08-17,09h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive.,OEHC,OEHC,OEHC,C,C,C,N,8,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00100664,2020-05-25,06h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,5,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00100665,2020-06-29,09h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,6,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00100667,2020-08-05,08h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,8,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00100668,2020-08-17,08h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,8,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00100669,2020-08-24,09h45,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,8,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00100670,2020-06-29,09h35,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,6,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,02B001437,STATION TRAITEMENT DE CALVI,50 %,02B00101256,2020-08-17,08h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,8,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00101475,2020-10-05,07h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,10,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00101476,2020-12-03,06h45,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,12,2020,42.567707899999995,8.759052800000001
02B,02B001458,2B050,CALVI,,,,02B00101477,2020-10-05,07h15,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,CALVI,KYRNOLIA,MAIRIE DE CALVI,C,C,C,N,10,2020,42.567707899999995,8.759052800000001
02B,02B001465,2B167,MONTEGROSSO,02B001453,RESERVOIR SALVI,50 %,02B00100179,2020-06-16,07h45,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,6,2020,42.54435495,8.85340638405058
02B,02B001465,2B167,MONTEGROSSO,02B001453,RESERVOIR SALVI,50 %,02B00100180,2020-01-28,07h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive.,OEHC,OEHC,OEHC,C,C,C,N,1,2020,42.54435495,8.85340638405058
02B,02B001465,2B316,SANTA-REPARATA-DI-BALAGNA,02B001446,RESERVOIR SANTA REPARATA,50 %,02B00100182,2020-01-16,07h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,1,2020,42.603921,8.9294254
02B,02B001465,2B316,SANTA-REPARATA-DI-BALAGNA,02B001446,RESERVOIR SANTA REPARATA,50 %,02B00100183,2020-06-24,06h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,6,2020,42.603921,8.9294254
02B,02B001465,2B093,CORBARA,,,,02B00100366,2020-01-16,07h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,1,2020,42.613746,8.906101300000003
02B,02B001465,2B093,CORBARA,,,,02B00100367,2020-05-05,07h35,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,5,2020,42.613746,8.906101300000003
02B,02B001465,2B093,CORBARA,,,,02B00100586,2020-08-13,07h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,8,2020,42.613746,8.906101300000003
02B,02B001465,2B167,MONTEGROSSO,02B001453,RESERVOIR SALVI,50 %,02B00101257,2020-07-27,07h30,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,OEHC,OEHC,OEHC,N,C,N,N,7,2020,42.54435495,8.85340638405058
02B,02B001465,2B167,MONTEGROSSO,02B001453,RESERVOIR SALVI,50 %,02B00101258,2020-12-10,08h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,12,2020,42.54435495,8.85340638405058
02B,02B001465,2B316,SANTA-REPARATA-DI-BALAGNA,02B001446,RESERVOIR SANTA REPARATA,50 %,02B00101261,2020-08-05,07h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive.,OEHC,OEHC,OEHC,C,C,C,N,8,2020,42.603921,8.9294254
02B,02B001465,2B093,CORBARA,,,,02B00101402,2020-06-23,09h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,6,2020,42.613746,8.906101300000003
02B,02B001465,2B167,MONTEGROSSO,02B001453,RESERVOIR SALVI,50 %,02B00101803,2020-09-28,07h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,9,2020,42.54435495,8.85340638405058
02B,02B001465,2B316,SANTA-REPARATA-DI-BALAGNA,02B001446,RESERVOIR SANTA REPARATA,50 %,02B00101804,2020-09-21,07h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,9,2020,42.603921,8.9294254
02B,02B001465,2B093,CORBARA,,,,02B00101922,2020-09-21,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,9,2020,42.613746,8.906101300000003
02B,02B001470,2B168,MONTICELLO,02B001469,RESERVOIR MONTICELLO 2,100 %,02B00100353,2020-07-07,06h15,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,7,2020,42.617236,8.9546269
02B,02B001470,2B168,MONTICELLO,,,,02B00100354,2020-01-16,07h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,1,2020,42.617236,8.9546269
02B,02B001470,2B168,MONTICELLO,02B001469,RESERVOIR MONTICELLO 2,100 %,02B00100582,2020-08-13,08h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. Eau agressive.,OEHC,OEHC,OEHC,C,C,C,N,8,2020,42.617236,8.9546269
02B,02B001470,2B168,MONTICELLO,,,,02B00101392,2020-06-24,06h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,6,2020,42.617236,8.9546269
02B,02B001470,2B168,MONTICELLO,,,,02B00101913,2020-09-21,06h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,OEHC,OEHC,OEHC,C,C,N,C,9,2020,42.617236,8.9546269
02B,02B001473,2B034,BELGODERE,02B001434,STATION TRAITEMENT LOZARI,95 %,02B00100171,2020-03-10,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,3,2020,42.5858693,9.0175375
02B,02B001473,2B034,BELGODERE,02B001434,STATION TRAITEMENT LOZARI,95 %,02B00100172,2020-01-16,08h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive.,OEHC,OEHC,OEHC,C,C,C,N,1,2020,42.5858693,9.0175375
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00100357,2020-01-14,08h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Turbidité hors norme,OEHC,OEHC,OEHC,C,C,C,N,1,2020,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00100358,2020-02-20,07h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,2,2020,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00100359,2020-03-17,07h45,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Turbidité hors norme.,OEHC,OEHC,OEHC,C,C,C,N,3,2020,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00100360,2020-04-07,07h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,4,2020,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00100361,2020-08-13,09h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,8,2020,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00100362,2020-01-29,07h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,1,2020,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00100363,2020-02-20,07h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,2,2020,42.6344797,8.9381367
02B,02B001473,2B034,BELGODERE,02B001434,STATION TRAITEMENT LOZARI,95 %,02B00100538,2020-07-09,08h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive.,OEHC,OEHC,OEHC,C,C,C,N,7,2020,42.5858693,9.0175375
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00100584,2020-08-17,06h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,8,2020,42.6344797,8.9381367
02B,02B001473,2B010,ALGAJOLA,02B004395,RESERVOIR ALGAJOLA HAUT,5 %,02B00100606,2020-08-17,07h15,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. Carbone Organique Total hors norme.,ALGAJOLA,KYRNOLIA,MAIRIE DE ALGAJOLA,C,C,C,N,8,2020,42.6074484,8.861965
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00101395,2020-06-23,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,6,2020,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00101396,2020-07-07,06h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,7,2020,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00101397,2020-08-20,06h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,8,2020,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00101398,2020-09-03,06h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,9,2020,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00101399,2020-08-27,11h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,8,2020,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00101400,2020-08-17,06h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,8,2020,42.6344797,8.9381367
02B,02B001473,2B034,BELGODERE,02B001434,STATION TRAITEMENT LOZARI,95 %,02B00101797,2020-10-12,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive.,OEHC,OEHC,OEHC,C,C,C,N,10,2020,42.5858693,9.0175375
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00101916,2020-12-03,05h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,12,2020,42.6344797,8.9381367
02B,02B001473,2B134,ILE-ROUSSE (L'),,,,02B00101917,2020-09-21,06h35,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,9,2020,42.6344797,8.9381367
02B,02B001478,2B034,BELGODERE,02B001434,STATION TRAITEMENT LOZARI,100 %,02B00100171,2020-03-10,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OEHC,OEHC,OEHC,C,C,C,C,3,2020,42.5858693,9.0175375
02B,02B001478,2B034,BELGODERE,02B001434,STATION TRAITEMENT LOZARI,100 %,02B00100172,2020-01-16,08h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive.,OEHC,OEHC,OEHC,C,C,C,N,1,2020,42.5858693,9.0175375
02B,02B001478,2B034,BELGODERE,,,,02B00100371,2020-01-16,08h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,C,C,C,C,1,2020,42.5858693,9.0175375
02B,02B001478,2B034,BELGODERE,,,,02B00100372,2020-03-10,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,C,C,C,C,3,2020,42.5858693,9.0175375
02B,02B001478,2B034,BELGODERE,,,,02B00100373,2020-07-16,08h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme.,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,C,C,C,N,7,2020,42.5858693,9.0175375
02B,02B001478,2B034,BELGODERE,02B001434,STATION TRAITEMENT LOZARI,100 %,02B00100538,2020-07-09,08h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive.,OEHC,OEHC,OEHC,C,C,C,N,7,2020,42.5858693,9.0175375
02B,02B001478,2B034,BELGODERE,,,,02B00101405,2020-08-12,08h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,C,C,C,N,8,2020,42.5858693,9.0175375
02B,02B001478,2B034,BELGODERE,02B001434,STATION TRAITEMENT LOZARI,100 %,02B00101797,2020-10-12,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive.,OEHC,OEHC,OEHC,C,C,C,N,10,2020,42.5858693,9.0175375
02B,02B001478,2B034,BELGODERE,,,,02B00101926,2020-10-12,08h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,COM COM DE L'ILE ROUSSE-BALAGNE,C,C,C,C,10,2020,42.5858693,9.0175375
02B,02B001484,2B010,ALGAJOLA,,,,02B00099312,2020-01-14,08h15,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante,ALGAJOLA,KYRNOLIA,MAIRIE DE ALGAJOLA,C,C,N,C,1,2020,42.6074484,8.861965
02B,02B001484,2B010,ALGAJOLA,02B004395,RESERVOIR ALGAJOLA HAUT,50 %,02B00100606,2020-08-17,07h15,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. Carbone Organique Total hors norme.,ALGAJOLA,KYRNOLIA,MAIRIE DE ALGAJOLA,C,C,C,N,8,2020,42.6074484,8.861965
02B,02B001484,2B010,ALGAJOLA,,,,02B00100607,2020-06-29,06h21,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. La teneur en chlore libre est insuffisante,ALGAJOLA,KYRNOLIA,MAIRIE DE ALGAJOLA,C,C,C,N,6,2020,42.6074484,8.861965
02B,02B001484,2B010,ALGAJOLA,,,,02B00101439,2020-10-05,06h00,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,ALGAJOLA,KYRNOLIA,MAIRIE DE ALGAJOLA,N,C,N,C,10,2020,42.6074484,8.861965
02B,02B001487,2B167,MONTEGROSSO,02B001453,RESERVOIR SALVI,50 %,02B00100179,2020-06-16,07h45,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,6,2020,42.54435495,8.85340638405058
02B,02B001487,2B167,MONTEGROSSO,02B001453,RESERVOIR SALVI,50 %,02B00100180,2020-01-28,07h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive.,OEHC,OEHC,OEHC,C,C,C,N,1,2020,42.54435495,8.85340638405058
02B,02B001487,2B316,SANTA-REPARATA-DI-BALAGNA,02B001446,RESERVOIR SANTA REPARATA,50 %,02B00100182,2020-01-16,07h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,1,2020,42.603921,8.9294254
02B,02B001487,2B316,SANTA-REPARATA-DI-BALAGNA,02B001446,RESERVOIR SANTA REPARATA,50 %,02B00100183,2020-06-24,06h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,6,2020,42.603921,8.9294254
02B,02B001487,2B316,SANTA-REPARATA-DI-BALAGNA,,,,02B00100355,2020-01-16,07h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,1,2020,42.603921,8.9294254
02B,02B001487,2B316,SANTA-REPARATA-DI-BALAGNA,,,,02B00100356,2020-05-05,07h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,OEHC,OEHC,OEHC,C,C,C,N,5,2020,42.603921,8.9294254
02B,02B001487,2B316,SANTA-REPARATA-DI-BALAGNA,,,,02B00100583,2020-08-13,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme.,OEHC,OEHC,OEHC,C,C,C,N,8,2020,42.603921,8.9294254
02B,02B001487,2B167,MONTEGROSSO,02B001453,RESERVOIR SALVI,50 %,02B00101257,2020-07-27,07h30,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,OEHC,OEHC,OEHC,N,C,N,N,7,2020,42.54435495,8.85340638405058
