cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,latitude,longitude,month,year
02A,02A000894,2A092,CONCA,,,,02A00112466,2023-02-02,08h05,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.7343259,9.335842800000002,2,2023
02A,02A000894,2A092,CONCA,,,,02A00112919,2023-04-11,10h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.7343259,9.335842800000002,4,2023
02A,02A000894,2A092,CONCA,02A000977,STATION DE TARCU,100 %,02A00113248,2023-05-16,10h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.7343259,9.335842800000002,5,2023
02A,02A000894,2A092,CONCA,,,,02A00113328,2023-06-08,09h40,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable. La présence de germes sulfito-réducteurs est à surveiller.",SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,N,N,41.7343259,9.335842800000002,6,2023
02A,02A000894,2A092,CONCA,,,,02A00113362,2023-05-16,10h25,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.7343259,9.335842800000002,5,2023
02A,02A000894,2A092,CONCA,,,,02A00114308,2023-08-07,08h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.7343259,9.335842800000002,8,2023
02A,02A000895,2A269,SARI-SOLENZARA,02A000909,STATION DE SOLENZARA,100 %,02A00112398,2023-01-23,11h00,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable. Il est à noter un pH bas.",SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.8164422,9.34513684948039,1,2023
02A,02A000895,2A269,SARI-SOLENZARA,,,,02A00112445,2023-02-02,07h45,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,C,41.8164422,9.34513684948039,2,2023
02A,02A000895,2A269,SARI-SOLENZARA,,,,02A00112921,2023-04-11,10h45,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,C,41.8164422,9.34513684948039,4,2023
02A,02A000895,2A269,SARI-SOLENZARA,,,,02A00113329,2023-06-08,09h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,C,41.8164422,9.34513684948039,6,2023
02A,02A000895,2A269,SARI-SOLENZARA,02A000909,STATION DE SOLENZARA,100 %,02A00113744,2023-07-12,08h08,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,C,41.8164422,9.34513684948039,7,2023
02A,02A000895,2A269,SARI-SOLENZARA,,,,02A00114274,2023-07-19,09h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter qu'une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.8164422,9.34513684948039,7,2023
02A,02A000895,2A269,SARI-SOLENZARA,,,,02A00114310,2023-08-07,08h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Teneur en chlore libre élevée. L'excès de désinfectant peut générer une odeur ou une saveur désagréable. Il est à noter qu'une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.8164422,9.34513684948039,8,2023
02A,02A000896,2A362,ZONZA,,,,02A00112397,2023-01-23,10h00,"Eau d'alimentation non conforme aux exigences de qualité en vigueur, du fait de la présence d'une teneur excessive en chlore libre.",SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.74936629999999,9.1706374,1,2023
02A,02A000896,2A362,ZONZA,,,,02A00112446,2023-02-02,09h10,"Eau d'alimentation non conforme aux exigences de qualité en vigueur, du fait de la présence d'une teneur excessive en chlore libre.",SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.74936629999999,9.1706374,2,2023
02A,02A000896,2A362,ZONZA,,,,02A00112737,2023-03-13,09h40,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.74936629999999,9.1706374,3,2023
02A,02A000896,2A139,LECCI,02A000983,TTP CALA ROSSA,50 %,02A00113247,2023-05-16,08h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.6793732,9.3177979,5,2023
02A,02A000896,2A362,ZONZA,,,,02A00113361,2023-05-16,10h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.74936629999999,9.1706374,5,2023
02A,02A000896,2A362,ZONZA,02A000980,STATION CAVU 2,50 %,02A00113586,2023-06-20,07h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. De plus l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.74936629999999,9.1706374,6,2023
02A,02A000896,2A362,ZONZA,,,,02A00113746,2023-07-12,09h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. Une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.74936629999999,9.1706374,7,2023
02A,02A000896,2A362,ZONZA,,,,02A00114311,2023-08-07,09h05,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation, et une température de l'eau supérieure à 25° qui peut entrainer des développements bactériens.",SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.74936629999999,9.1706374,8,2023
02A,02A000897,2A362,ZONZA,,,,02A00112396,2023-01-23,10h25,"Eau d'alimentation non conforme aux exigences de qualité en vigueur, du fait de la présence d'une teneur excessive en chlore libre.",SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.74936629999999,9.1706374,1,2023
02A,02A000897,2A362,ZONZA,,,,02A00112738,2023-03-13,09h50,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.74936629999999,9.1706374,3,2023
02A,02A000897,2A092,CONCA,,,,02A00112859,2023-04-03,07h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.7343259,9.335842800000002,4,2023
02A,02A000897,2A362,ZONZA,02A000979,STATION TAGLIU ROSSU,100 %,02A00113253,2023-05-16,09h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.74936629999999,9.1706374,5,2023
02A,02A000897,2A092,CONCA,,,,02A00113423,2023-06-20,07h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un Ph bas.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.7343259,9.335842800000002,6,2023
02A,02A000897,2A362,ZONZA,,,,02A00113424,2023-06-20,07h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un pH bas. La teneur en chlore libre est excessive.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.74936629999999,9.1706374,6,2023
02A,02A000897,2A092,CONCA,,,,02A00114361,2023-08-07,08h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,C,N,41.7343259,9.335842800000002,8,2023
02A,02A000897,2A362,ZONZA,,,,02A00114453,2023-08-25,09h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes sulfito-réducteurs est également à surveiller. Une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DU CAVO,C,C,N,N,41.74936629999999,9.1706374,8,2023
02A,02A000902,2A288,SOTTA,,,,02A00112540,2023-02-13,11h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT DES PLAINES DU SUD,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DES PLAINES DU SUD,C,C,C,N,41.5445735,9.1952238,2,2023
02A,02A000902,2A288,SOTTA,,,,02A00112858,2023-04-03,10h25,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",SYNDICAT DES PLAINES DU SUD,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DES PLAINES DU SUD,C,C,C,N,41.5445735,9.1952238,4,2023
02A,02A000902,2A288,SOTTA,,,,02A00113180,2023-04-20,08h55,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",SYNDICAT DES PLAINES DU SUD,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DES PLAINES DU SUD,C,C,C,N,41.5445735,9.1952238,4,2023
02A,02A000902,2A288,SOTTA,,,,02A00113497,2023-06-29,07h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT DES PLAINES DU SUD,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DES PLAINES DU SUD,C,C,C,N,41.5445735,9.1952238,6,2023
02A,02A000902,2A288,SOTTA,02A000900,USINE DE TRAITEMENT DE VACCA,100 %,02A00114589,2023-08-22,10h55,"Eau d'alimentation non conforme à la norme en vigueur, du fait du dépassement de la limite de qualité concernant le paramètre Trihalométhanes (4 substances).",SYNDICAT DES PLAINES DU SUD,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DES PLAINES DU SUD,C,N,C,N,41.5445735,9.1952238,8,2023
02A,02A000903,2A114,FIGARI,02A003786,USINE DE TRAITEMENT DE FIGARI,100 %,02A00112462,2023-01-30,10h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT DES PLAINES DU SUD,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DES PLAINES DU SUD,C,C,C,N,41.4874599,9.1282853,1,2023
02A,02A000903,2A215,PIANOTTOLI-CALDARELLO,,,,02A00112570,2023-02-13,07h40,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",SYNDICAT DES PLAINES DU SUD,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DES PLAINES DU SUD,C,C,C,N,41.520957,9.054626591289935,2,2023
02A,02A000903,2A114,FIGARI,,,,02A00112781,2023-03-16,08h30,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable. Il est à noter un pH bas.",SYNDICAT DES PLAINES DU SUD,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DES PLAINES DU SUD,C,C,C,N,41.4874599,9.1282853,3,2023
02A,02A000903,2A114,FIGARI,,,,02A00112791,2023-03-21,09h00,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",SYNDICAT DES PLAINES DU SUD,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DES PLAINES DU SUD,C,C,C,N,41.4874599,9.1282853,3,2023
02A,02A000903,2A114,FIGARI,,,,02A00113232,2023-05-11,10h55,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",SYNDICAT DES PLAINES DU SUD,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DES PLAINES DU SUD,C,C,C,N,41.4874599,9.1282853,5,2023
02A,02A000903,2A114,FIGARI,,,,02A00113738,2023-07-13,10h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter qu'une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,SYNDICAT DES PLAINES DU SUD,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DES PLAINES DU SUD,C,C,C,N,41.4874599,9.1282853,7,2023
02A,02A000903,2A114,FIGARI,02A003786,USINE DE TRAITEMENT DE FIGARI,100 %,02A00114096,2023-06-26,09h45,"Eau d'alimentation non conforme à la norme en vigueur, du fait du dépassement de la limite de qualité concernant le paramètre THM4.(Trihalométhane 4 substances)",SYNDICAT DES PLAINES DU SUD,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DES PLAINES DU SUD,C,N,C,N,41.4874599,9.1282853,6,2023
02A,02A000905,2A114,FIGARI,,,,02A00113496,2023-06-29,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SYNDICAT DES PLAINES DU SUD,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SIVOM DES PLAINES DU SUD,C,C,C,C,41.4874599,9.1282853,6,2023
02A,02A000916,2A154,MARIGNANA,02A003007,TTP REVINDA,100 %,02A00112840,2023-03-27,09h50,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes en nombre important et de germes sulfito-réducteurs impose une surveillance renforcée.,COMMUNE DE MARIGNANA,MAIRIE DE MARIGNANA,MAIRIE DE MARIGNANA,C,C,N,N,42.233199600000006,8.8007771,3,2023
02A,02A000916,2A154,MARIGNANA,,,,02A00112876,2023-04-05,10h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La présence de germes coliformes est à surveiller.,COMMUNE DE MARIGNANA,MAIRIE DE MARIGNANA,MAIRIE DE MARIGNANA,C,C,N,C,42.233199600000006,8.8007771,4,2023
02A,02A000921,2A130,GROSSETO-PRUGNA,,,,02A00112385,2023-01-18,09h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,N,41.88159405,8.818055732027885,1,2023
02A,02A000921,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00112430,2023-01-18,10h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,1,2023
02A,02A000921,2A130,GROSSETO-PRUGNA,,,,02A00112522,2023-02-08,08h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,N,41.88159405,8.818055732027885,2,2023
02A,02A000921,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00112720,2023-03-06,10h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter que l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations. La turbidité est à surveiller.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,3,2023
02A,02A000921,2A130,GROSSETO-PRUGNA,,,,02A00112758,2023-03-06,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Teneur en chlore libre excessive.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,C,41.88159405,8.818055732027885,3,2023
02A,02A000921,2A130,GROSSETO-PRUGNA,,,,02A00112798,2023-03-14,10h25,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,N,41.88159405,8.818055732027885,3,2023
02A,02A000921,2A130,GROSSETO-PRUGNA,,,,02A00112995,2023-04-14,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,N,41.88159405,8.818055732027885,4,2023
02A,02A000921,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00113217,2023-05-12,10h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,5,2023
02A,02A000921,2A130,GROSSETO-PRUGNA,,,,02A00113234,2023-05-12,11h11,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,N,C,N,N,41.88159405,8.818055732027885,5,2023
02A,02A000921,2A130,GROSSETO-PRUGNA,,,,02A00113367,2023-06-09,10h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,N,41.88159405,8.818055732027885,6,2023
02A,02A000921,2A130,GROSSETO-PRUGNA,,,,02A00113587,2023-07-07,09h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,N,41.88159405,8.818055732027885,7,2023
02A,02A000921,2A130,GROSSETO-PRUGNA,,,,02A00114467,2023-08-28,10h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,N,41.88159405,8.818055732027885,8,2023
02A,02A000921,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00114502,2023-08-28,09h55,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,8,2023
02A,02A000922,2A008,ALBITRECCIA,,,,02A00112386,2023-01-18,07h30,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",COMMUNE D' ALBITRECCIA LITTORAL,KYRNOLIA CEO BALEONE,MAIRIE D' ALBITRECCIA,C,C,C,N,41.8624874,8.9421289,1,2023
02A,02A000922,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00112430,2023-01-18,10h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,1,2023
02A,02A000922,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00112720,2023-03-06,10h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter que l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations. La turbidité est à surveiller.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,3,2023
02A,02A000922,2A008,ALBITRECCIA,,,,02A00112757,2023-03-06,09h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' ALBITRECCIA LITTORAL,KYRNOLIA CEO BALEONE,MAIRIE D' ALBITRECCIA,C,C,C,C,41.8624874,8.9421289,3,2023
02A,02A000922,2A008,ALBITRECCIA,,,,02A00112801,2023-03-14,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' ALBITRECCIA LITTORAL,KYRNOLIA CEO BALEONE,MAIRIE D' ALBITRECCIA,C,C,C,N,41.8624874,8.9421289,3,2023
02A,02A000922,2A008,ALBITRECCIA,,,,02A00112994,2023-04-14,09h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' ALBITRECCIA LITTORAL,KYRNOLIA CEO BALEONE,MAIRIE D' ALBITRECCIA,C,C,C,N,41.8624874,8.9421289,4,2023
02A,02A000922,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00113217,2023-05-12,10h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,5,2023
02A,02A000922,2A008,ALBITRECCIA,,,,02A00113222,2023-05-12,07h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive.,COMMUNE D' ALBITRECCIA LITTORAL,KYRNOLIA CEO BALEONE,MAIRIE D' ALBITRECCIA,C,C,C,N,41.8624874,8.9421289,5,2023
02A,02A000922,2A008,ALBITRECCIA,,,,02A00113366,2023-06-09,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' ALBITRECCIA LITTORAL,KYRNOLIA CEO BALEONE,MAIRIE D' ALBITRECCIA,C,C,C,N,41.8624874,8.9421289,6,2023
02A,02A000922,2A008,ALBITRECCIA,,,,02A00113589,2023-07-07,09h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' ALBITRECCIA LITTORAL,KYRNOLIA CEO BALEONE,MAIRIE D' ALBITRECCIA,C,C,C,N,41.8624874,8.9421289,7,2023
02A,02A000922,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00114502,2023-08-28,09h55,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,8,2023
02A,02A000924,2A228,PIETROSELLA,,,,02A00112388,2023-01-18,07h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE PIETROSELLA,KYRNOLIA CEO BALEONE,MAIRIE DE PIETROSELLA,C,C,C,N,41.8353888,8.8459949,1,2023
